gid,code,ward,name,feature,fature_det,speciality,theme,type,address,phone,photo,the_geom
1236,00-00-03-52-01,26,SRI TIRUMALA MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"NEAR KOTIPALLI BUS STAND, RAJAHMUNDRY.","0883-6453645, 9951123502, 9700766315",,0104000020E61000000100000001010000007F25AA56E95C61419093FEC5D74C3D41
1237,00-00-03-52-01,26,OM SRI TRIPURA MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"BESIDE STADIUM ROAD, RAJAHMUNDRRY.",,,0104000020E6100000010000000101000000225FE4FB085D61419B3A2DE9DC4D3D41
1238,00-00-02-05,27,KANAKA DURGA ALAYAM,TEMPLE,,AMMAVARI ALAYAM,RELIGIOUS,PRIVATE,"NEAR PETROL BUNK, INNISPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CFD77851FB5C6141EAF244CD184C3D41
1239,00-00-03-05-01,27,SRI SATYA NURSING HOME,HOSPITAL,"DR.R.RAMAKRISHNA (MD, DCH)",METARNITY HOSPITAL,HEALTH,PRIVATE,"BESIDE PETROL BUNK, INNISPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A5A7B9C8015D61413ED61BB6ED4B3D41
1240,00-00-03-29,27,REDWOOD,COACHING CENTRE,ENGLISH,COACHING CENTRE,EDUCATION,PRIVATE,"MOWNIKA TOWERS, BACK SIDE OF PETROL BUNK, INNISPETA, RAJAHMUNDRY.",9396836166,,0104000020E610000001000000010100000080DE2591FD5C6141695DC97F2C4C3D41
1241,00-00-03-33,36,SRI DEVI KALYANA MANDAPAM,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"DEVI CHOWK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F446B4EAF95C61414A7B9A510E543D41
1242,00-00-03-46,36,SRI PADMA BHUSHAN CHERANJEEVI PARK,PARK,,PARK,FACILITY,PRIVATE,"KAMBALA CHERUVU, RAJAHMUNDRY.",,,0104000020E610000001000000010100000017D52A71105D61412A2FD8DC93543D41
1243,00-00-03-52,36,GIRIJANA SAHARAKARA SAMITHI,SHOP,,GRIJANA SAMITHI,SHOP,GOVERNMENT,"RAMACHANDRA RAO PETA, KAMBALATANK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006DC9BB00065D6141F364BFC518553D41
1244,00-00-03-06,36,VAMBAY HOUSES,HOUSES,,COLONIES,RESIDENTIAL AREA,GOVERNMENT,"ADEMMADIBBA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E939A294FA5C614112C9578819563D41
1245,00-00-03-05-01,36,KOSURI HOSPITAL,HOSPITAL,,"M.B.B.S, FIRST AID CENTRE",HEALTH,PRIVATE,"PAPER MILL ROAD, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006C27CF06F35C61415B5719792B543D41
1246,00-00-03-05,36,G S L TRUST CANCER HOSPITAL,HOSPITAL,,HOSPITAL,HEALTH,PRIVATE,"RAMCHANDARA RAO PETA,  KAMBALATANK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F931444AFF5C61412F826773E9553D41
1247,00-00-03-33,36,ASHOKA KALYANA MANDAPAM,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"NEAR KAMBALA CHERUVU, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FFA4ABB4015D6141B6CBA27933553D41
1248,00-00-03-09,36,POLLUTION TESTING CENTER,OFFICE,,POLLUTION TESTING,,PRIVATE,"KAMBALATANK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000190873B0125D6141F3C8D6C660553D41
1249,00-00-03-39,33,HOTEL DWARAKA,HOTEL,,LODGING &BORDING,HOSPITALITY,PRIVATE,"KANDAKAM LANE, FORT GATE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CE4177ECA95C61416B5AFDC903523D41
1250,00-00-03-52-03,36,SRI SAISUPRIYA  WINES,SHOP,,WINE SHOP,SHOP,PRIVATE,"KORLAMAPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FB9755EFF25C6141F725A3A630543D41
1251,00-00-03-52-03,36,WINE SHOP,SHOP,,WINE SHOP,SHOP,PRIVATE,"KAMBALA CHERUVU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008FE4A185125D6141549A606370553D41
1252,00-00-03-16,34,BSNL TELEPHONE EXCHANGE,OFFICE,,TELEGRAPH OFFICE,INFRASTRUCTURE,GOVERNMENT,"NEAR GOKAVARAM BUS STAND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000846E8C57BB5C6141D538079FF1533D41
1253,00-00-03-52-01,36,KRUPA MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"KAMBALATANK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004B2E3E54135D6141EEE18945A1553D41
1254,00-00-03-51,36,GOPI KRISHNA E-TECHNO SCHOOL,SCHOOL,,HIGH SCHOOL,EDUCATION,PRIVATE,"KAMBALATANK, RAJAHMUNDRY.",9160422447,,0104000020E6100000010000000101000000FBF6BC410E5D6141D0ABDDA123563D41
1255,00-00-02-05,19,SHIRIDI SAI BABA MANDIRAM,TEMPLE,,SAI BABA TEMPLE,RELIGIOUS,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D6ADEC1C4B5D61414FE5DAE5E4483D41
1256,00-00-03-52-03,36,RAJA WINES,SHOP,,WINE SHOP,SHOP,PRIVATE,"MUNICIPAL SHOPING COMPLEX, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D82A6F320B5D6141684FB91454543D41
1257,00-00-03-39,33,HOTEL SRI KANYA,HOTEL,,A/C VEG & NON-VEG,HOSPITALITY,PRIVATE,"KANDAKAM LANE, FORT GATE, RAJAHMUNDRY.",,,0104000020E610000001000000010100000054936A04AB5C61412D71B7B705523D41
1258,00-00-02-05,36,SRI SANJEEVI ANJANEYA SWAMY TEMPLE,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"KAMBALA TANK OPPOSITE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F4826C9C0A5D61419D4D949791543D41
1259,00-00-03-22,36,STATE BANK OF INDIA ATM,ATM,,SBI ATM,FACILITY,GOVERNMENT,"KAMBALA CHERUVU, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000D9914E33075D61411AAC4B1981543D41
1260,00-00-03-09,8,KOTAK SECURITIES LTD,OFFICE,,INSURANCE,,PRIVATE,"KARRI SURIREDDY PLAZA, DANAVAI PETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005F6130D7675D614112BDF7A3DB523D41
1261,00-00-03-09,24,JATLU LABOUR UNION,OFFICE,"CINTAM ANATA SATYANADAS BHVANAM, A.I.T.U.C (UNDER WORKING)",LABOUR'S OFFICE,,PRIVATE,"MERAKA VEEDHI, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E90C7D43C15C6141DCE723CF59503D41
1262,00-00-02-05,24,SRI VIJAYA GANAPATHI MANDIRAM,TEMPLE,,VINAYAKA TEMPLE,RELIGIOUS,PRIVATE,"MERAKA VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000001EE9CCB6BF5C61414219AD8436503D41
1263,00-00-03-09,36,H.P.GAS AUTHORISED DEALER,OFFICE,,GAS DEPO,,PRIVATE,"NEAR KAMBALA TANK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000324D5F5D0C5D61413637AA5E2E553D41
1264,00-00-03-09,8,RAJAHMUNDRY  HP GAS AGENCIES,OFFICE,,HP GAS AGENCY,,PRIVATE,"NEAR SUNKARA COMPLEX, DANAVAI PETA, RAJAHMUNDRY.",0883-2469986,,0104000020E6100000010000000101000000CA0F54D7815D61410D8B707338523D41
1265,00-00-03-05-01,30,SRI SRINIVASA CLINIC,HOSPITAL,DR. M.V.S.N. REDDY,HOSPITAL,HEALTH,PRIVATE,"OPP. APSARA THEATRE, RAJAHMUNDRY.",9394794406,,0104000020E6100000010000000101000000F163355FEB5C6141FBA193219F503D41
1266,00-00-03-06,36,VAMBAY HOUSES,HOUSES,,COLONIES,RESIDENTIAL AREA,GOVERNMENT,"ADEMMADIBBA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000452A4E0AFA5C61415965ED9A53563D41
1267,00-00-03-52-01,30,VIJAYA LAKSHMI MEDICAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"OPP. APSARA THEATRE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000410E75B9EB5C614150F057E565503D41
1268,00-00-03-51,36,VEERABHADRAPURAM MUNCIPAL ELEMENTARY SCHOOL,SCHOOL,,T.M ELEMENTERY  SCHOOL,EDUCATION,GOVERNMENT,"RAMACHANDRAO PETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006FFB2DCBFC5C61416A7A452C6E543D41
1269,00-00-03-05,36,SWATANTRA HOSPITAL AND SCHOOL OF NURSING,HOSPITAL,,INISTITUTE OF PHYSIOTHERPY AND NURSING,HEALTH,PRIVATE,"NEAR INCOME TAX OFFICE, RAJAHMUNDRY.",0883-2400400,,0104000020E6100000010000000101000000B27599B6075D6141C1141B739F553D41
1270,00-00-03-05,8,DR.G.V.GOPAL SARMA,HOSPITAL,,NERVOUS &MENTAL DISEAS,HEALTH,PRIVATE,"OPP.RAJU NEURO HOSPITAL, RAJAHMUNDRY.",9440111619,,0104000020E61000000100000001010000006A60B1837A5D6141AE1FE139E8513D41
1271,00-00-03-22,8,AXIS BANK ATM,ATM,,ATM,FACILITY,PRIVATE,"NEAR GANDHI PARK,DANVAIPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000079F2FB445A5D6141AFF824563C523D41
1272,00-00-03-09,12,ASSISTANT DIRECTOR OF MINES AND GEOLOGY,OFFICE,GOVT OF AP,MINES AND GEOLOGY OFFICE,,GOVERNMENT,"78-7-10, GANDHIPURAM-3, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000816D6D1A955D61419BCE1354C6503D41
1273,00-00-03-23,36,STATE BANK OF INDIA,BANK,MAIN BRANCH,SBI BANK,FACILITY,GOVERNMENT,"KAMBALA CHERUVU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008F866012065D6141CFCB1E6A8D543D41
1274,00-00-03-06,36,VAMBAY HOUSES,HOUSES,,COLONIES,RESIDENTIAL AREA,GOVERNMENT,"ADEMMADIBBA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000026DDA137FA5C614158648DA139563D41
1275,00-00-03-30,12,ADITYA DEGREE COLLEGE,COLLEGE,,DEGREE COLLEGE,EDUCATION,PRIVATE,"TADITOTA, BESIDE RTC COMPLEX, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007FD5F1B39E5D614115717691624F3D41
1276,00-00-03-37,8,ADITYA DIAGNOSTIC LABOURATORY,HEALTH,,DIAGNOSTIC CENTRE,HEALTH,PRIVATE,"PRAKAH NAGAR, RAJAHMUNDRY.","9949471299,9393052277",,0104000020E6100000010000000101000000C02E0274BD5D61410A6CDEFF6C523D41
1277,00-00-03-57,31,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 33,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"THOTA VEEDHI, ANNAPUNAMMAPETA, RAJAHMUNDRY.",,,0104000020E610000001000000010100000099BC5C6C075D6141F58A49E58B513D41
1278,00-00-03-60,9,FAMILY COUNSELLING CENTER,COUNSELLING CENTRE,MANAGED BY: RAJAHMUNDRY MAHILA CLUB,SOCIETY,SOCIAL ORGANIZATION,PRIVATE,"AVA ROAD, RAJHAMUNDRY.",,,0104000020E6100000010000000101000000009304F3695E6141C1BFA1D25B563D41
1279,00-00-03-12,34,ARYAPURAM POST OFFICE,OFFICE,,POST OFFICE,INFRASTRUCTURE,GOVERNMENT,"ARYAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C32A8EDFC75C6141BD11B0BDAE533D41
1280,00-00-02-02,33,CHURCH HOUSE,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"NEAR GOADAVARI RAILWAY STATION, RAJAHMUNDRY.",,,0104000020E610000001000000010100000017935CC3AA5C6141A24E9136AF523D41
1281,00-00-03-10,33,BHARAT PETROL BUNK,PETROL PUMP,,PETROL BUNK,FACILITY,PRIVATE,"OPPOSITE SHIVAJYOTHI THEATRE, RAJAHMUNDRY.",,,0104000020E610000001000000010100000049524618B65C6141BE3E14C590533D41
1282,00-00-03-05,33,SIDDARTHA CHILDREN HOSPITAL,HOSPITAL,DR.JOGARAO,CHILDRENS HOSPITAL,HEALTH,PRIVATE,"BESIDE CHALAPATHI COACHING CENTRE, DEVICHOWK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003503F33EED5C6141FBA529ECE3523D41
1283,00-00-03-33,33,VIKRAM HALL,FUNCTION HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"IN ANAMKALA KENDRAM COMPUND, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A9029392B75C61416D31D74544533D41
1284,00-00-02-05,33,SRI DEVI TEMPLE,TEMPLE,,DEVI CHOWK JUNCTION,RELIGIOUS,PRIVATE,"DEVI CHOWK, RAJAHMUNDRY.",,,0104000020E610000001000000010100000067066770F35C6141A3ADA7179F533D41
1285,00-00-03-30,20,GOVERNMENT JUNIOR COLLEGE,COLLEGE,,JUNIOR COLLEGE,EDUCATION,GOVERNMENT,"OPP., RAJAHMUNDRY.",,,0104000020E6100000010000000101000000B1BA520A155D6141A90CB2D0AA4A3D41
1286,00-00-03-22,24,CANARA BANK ATM,ATM,,CANARA BANK ATM,FACILITY,PRIVATE,"OPP. I TOWN POLICE STATION, MAIN ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C04ED373B25C6141CD649754924F3D41
1287,00-00-02-05,24,SRI SRI SRI DEVI GANTALAMMAVARI GUDI,TEMPLE,EST. 25-8-1889,GANTALAMMA TEMPLE,RELIGIOUS,PRIVATE,"GANTALAMMA GUDI VEEDHI, RAJAHMUNDRY.",,,0104000020E610000001000000010100000066F02F9EBE5C6141BFBB9FD544513D41
1288,00-00-03-52-01,17,SRI MANIKANTHA MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"ILTD JUNCTION, RAJAHMUNDRY.",9908992389,,0104000020E610000001000000010100000066042731645D6141414B1D4DDD443D41
1289,00-00-03-10,36,SWANTANTRA PETROL BUNK,PETROL PUMP,,INDIAN OIL BUNK,FACILITY,PRIVATE,"KAMBALA CHERUVU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006C1C42C9115D614126DF4B7A4A553D41
1290,00-00-03-56,24,RAJAHMUNDRY MANCHI NEETI SARAPHARA ABHIVRUDHI PADHAKAM,WATER TANK,1364 KILO LITRES RESERVOIR,WATER TANK,INFRASTRUCTURE,GOVERNMENT,"C.V.MARKET, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004D187A1EDE5C614151816EBD08503D41
1291,00-00-03-23,8,ALAHABAD BANK,BANK,,BANK UNDERTAKEN BY GOVERNMENT OF INDIA,FACILITY,PRIVATE,"DANAVAIPETA, RAJAHMUNDRY.",0883-2446488,,0104000020E6100000010000000101000000321963504F5D61414AA61DB034523D41
1292,00-00-03-09,17,COIR BOARD REGIONAL OFFICE,OFFICE,,REGIONAL OFFICE,,GOVERNMENT,"#90-5-18, SWARAJ NAGAR, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006B1D6D79695D614153AFB6E93A3F3D41
1293,00-00-03-09,20,FIRE STATION,OFFICE,,EMERGENCY,INFRASTRUCTURE,GOVERNMENT,"BESIDE II TOWN CRIME POLICE STATION, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006940960E085D61416457C1301A4B3D41
1294,00-00-03-09,24,MUTHOOT FINANCE,OFFICE,,FINANCE OFFICE,,PRIVATE,"MAIN ROAD, RAJAHMUNDRY","0883-2429959, 9703645775",,0104000020E610000001000000010100000025FAB879B15C6141C1863C4DB54F3D41
1295,00-00-03-40,10,RATNA CERAMICS,INDUSTRY,,CERAMIC INDUSTRY,SMALL SCALE INDUSTRY,PRIVATE,"MEKULA FACTORY, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000ED7E6985E35E6141EF1B3D234A4C3D41
1296,00-00-03-51,49,SPECIAL NAGARAPALAKA PRADHAMIKA PATASALA,SCHOOL,,SCHOOL,EDUCATION,GOVERNMENT,"SIMHACHALA NAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000037C0026ED45D6141BA59A4BED45F3D41
1297,00-00-02-05,20,ISKCON TEMPLE,TEMPLE,,KRISHNA TEMPLE,RELIGIOUS,PRIVATE,"NEAR RIVER BAY, GOWTAMI GHAT, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C50E73E2F05C614117E5C307E64A3D41
1298,00-00-03-06,38,VAMBAY HOUSES,HOUSES,,COLONIES,RESIDENTIAL AREA,GOVERNMENT,"ADEMMADIBBA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A9277958F95C6141FB8E24E5D8563D41
1299,00-00-02-05,24,PRASANNA ANJANEYA SWAMY ALAYAM,TEMPLE,,HANUMA TEMPLE,RELIGIOUS,PRIVATE,"MERAKA VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000000E3F8AF5E15C6141C9D2165562503D41
1300,00-00-03-55,24,TOILETS & BATHROOMS,TOILETS & BATH ROOM,NADI JALA KALUSHYA NIVARANA PADHAKAM,TOILET,FACILITY,GOVERNMENT,"BESIDE CHEERS WINES, TOWN HALL ROAD, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000BF4B7A1CBE5C61413C7300B10C503D41
1301,00-00-03-51,38,MUNICIPAL CORPORATION TOWN HIGH SCHOOL,SCHOOL,,T M SCHOOL,EDUCATION,GOVERNMENT,"VEERABHADRAPURAM, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C7911A97135D61419BC7D0FC64563D41
1302,00-00-03-52-01,38,SATYA SRI NARAYANA MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"SEETAMPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000F951A10BDF5C6141B1A6FDCB7B583D41
1303,00-00-03-31,38,BR AMBEDKAR SRAMIKA COMMUNITY HALL,COMMUNITY HALL,,FUNCTION HALL,ENTERTAINMENT,PRIVATE,"ADEMMADDIBBA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007CC7BA44055D61417EFF743A80563D41
1304,00-00-03-06,38,VAMBAY HOUSES,HOUSES,,COLONIES,RESIDENTIAL AREA,GOVERNMENT,"ADEMMADIBBA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008E8E46ADFD5C61418427F4DCB3563D41
1305,00-00-03-57,31,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE:,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"ANNAPURNAMMAPETA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004F108D9F0F5D6141ADA97E1E8D503D41
1306,00-00-03-48,20,RUSHI SAMSKRUTA VIDYA KENDRA DHYAN MENDIRAM,RECREATION,DHYANA KENDRAM,DHYANA KENDRAM,SOCIAL ORGANIZATION,PRIVATE,"#3, GOWTAMI GHAT, RAJAHMUNDRY.",,,0104000020E610000001000000010100000079526080F55C6141FCB893AF8A4A3D41
1307,00-00-03-52-01,20,DURGA SRI MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"SHIVALAYAM VEEDHI, T NAGAR, RAJAHMUNDRY.",8500644881,,0104000020E61000000100000001010000007BD82381E85C6141CE36DDF7634C3D41
1308,00-00-03-51,20,ST.PAULS PUBLIC SCHOOL,SCHOOL,,E M HIGH SCHOOL,EDUCATION,PRIVATE,"T NAGAR, RAJAHMUNDRY.",0883-2435596,,0104000020E610000001000000010100000010291946E15C61414F7EB0A1F54B3D41
1309,00-00-03-52-01,38,NAGASATYA MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"LALITHA NAGAR, RAJAHMUNDRY.",,,0104000020E610000001000000010100000056F6BA400C5D6141ABEC58780A573D41
1310,00-00-03-57,31,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 35,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"ANNAPURNAMMAPETA, NEAR VIGNESWARA TEMPLE, RAJAHMUNDRY.",,,0104000020E61000000100000001010000002988F792135D614166BD26FC30513D41
1311,00-00-03-51,17,RCM ELEMENTRY & HIGH SCHOOL,SCHOOL,,E M SCHOOL,EDUCATION,PRIVATE,"ALCOT GARDENS, RAJAHMUNDRY.",0883-2443132,,0104000020E6100000010000000101000000E2C272C98E5D6141780C7023F2443D41
1312,00-00-02-05,23,SRI SUBRAHMANYESWARA ALAYAM,TEMPLE,,SUBRAHMANYESWARA TEMPLE,RELIGIOUS,PRIVATE,"PUSHKAR GHAT, GODAVARI GATTU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000007DD07914765C6141526A2A5B06523D41
1313,00-00-02-05,23,SRI RAMALAYAM,TEMPLE,,RAMA TEMPLE,RELIGIOUS,PRIVATE,"NEAR CHANDA SATRAM STREET, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000EFAC6009865C6141F16D11EDDA503D41
1314,00-00-03-05-01,23,SRI VENKATESWARA HOSPITALS,HOSPITAL,"DR.G.CHINASATTI RAJU (MBBS, CAL)",HOSPITAL,HEALTH,PRIVATE,"RANGREEJUPETA, RAJAHMUNDRY.","0883-2473124, 2469016, 9052157132",,0104000020E6100000010000000101000000D02EA327905C6141D529D7D6CB513D41
1315,00-00-03-09,17,EGMM 1 KP LABS,OFFICE,TRAINING PROGRAM,DEPT. OF RURAL DEVELOPMENT,,GOVERNMENT,"SWARAJ NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000AD6983F56B5D6141B5F88297673F3D41
1316,00-00-03-27,30,DEEPA DENTAL CLINIC,CLINIC,,DENTIST,HEALTH,PRIVATE,"OPP. APSARA THEATRE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000BAE35DB9EB5C614145993AEB68503D41
1317,00-00-03-52-01,16,VERA VENKATA VARALAKSHMI MEDICAL & GENERAL STORES,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"TADI THOTA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000CDE32CA5515D6141E118DA5A724E3D41
1318,00-00-02-05,24,SRI VENKATESWARA SWAMY DEVALAYAM,TEMPLE,SRI KANCHI KAMAKOTI MAHA SAMSTHANAM,VENKATESWARA SWAMY TEMPLE,RELIGIOUS,PRIVATE,"NALLAMANDU VEEDHI, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006088C3DBB05C614177EA69BFB9503D41
1319,00-00-03-52,33,HI LIFE FURNITURE GALLERY,SHOP,,FURNITURE SHOP,SHOP,PRIVATE,"BHAGYA LAKSHMI HOME NEEDS,KANDAKAM LANE,FORT GATE, RAJAHMUNDRY.",,,0104000020E610000001000000010100000017391372B15C614128963A5606523D41
1320,00-00-02-02,30,CHURCH OF CHRIST  &  ANDHRA SCHOOL OF PREACHING,CHURCH,,CHURCH,RELIGIOUS,PRIVATE,"MEDARA PETA, OPP. APSARA THEATRE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000E66E187AE85C614140A551D80D513D41
1321,00-00-03-57,30,ANGANWADI KENDRAM,WOMEN & CHILD WELFARE,CODE: 16,I.C.D.S.PROJECT,EDUCATION,GOVERNMENT,"CHURCHPETA-II, RAJAHMUNDRY.",,,0104000020E610000001000000010100000039CBB7B8E85C61416A1963BB5B513D41
1322,00-00-03-51,30,MEDARAPETA M.C.ELEMENTARY SCHOOL,SCHOOL,,ELEMENTARY SCHOOL,EDUCATION,GOVERNMENT,"MEDARAPETA, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000816BADB9FB5C61415F280582C9503D41
1323,00-00-02-05,36,SRI UMA BASAVA LINGESWARA TEMPLE,TEMPLE,,SHIVA TEMPLE,RELIGIOUS,PRIVATE,"DEVI CHOWK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000008D01617AF85C614190A91357D5533D41
1324,00-00-03-09,36,SAAKSHI EVENING DAILY,OFFICE,,PRESS,,PRIVATE,"KAMBALATANK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000FDEC3E7C105D61418AF99A4338553D41
1325,00-00-03-52-01,36,AMAR MEDICALS,SHOP,,MEDICAL SHOP,HEALTH,PRIVATE,"DEVICHOUK, RAJAHMUNDRY.",,,0104000020E61000000100000001010000005E874C9BF95C614176C4586AD4533D41
1326,00-00-02-05,30,RAMALAYAM,TEMPLE,,TEMPLE,RELIGIOUS,PRIVATE,"MEDARA PETA, OPP. APSARA THEATRE, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C10A188BEB5C6141844DC1E7AB503D41
1327,00-00-03-51,36,KARAGANI GANGARAJU YADAV MEMORIAL SCHOOL,SCHOOL,,ELEMENTARY SCHOOL,EDUCATION,PRIVATE,"TUMMALOVA, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003ED25167F45C614151888258F3543D41
1328,00-00-03-05,33,NAVODAYA HOMEO HOSPITAL,HOSPITAL,,HOMEO HOSPITAL,HEALTH,PRIVATE,"ALLURI SEETARAMA RAJU JUNCTION, RAJAHMUNDRY.","9848435899, 9704355899",,0104000020E6100000010000000101000000D7B40F72F15C6141C73AD31711533D41
1329,00-00-03-09,36,ANDHRAJYOTHI OFFICE,OFFICE,,PRESS,,PRIVATE,"RAMACHANDRA RAO PETA, KAMBALA CHERUVU, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A1B12F240C5D6141EB81AFE202553D41
1330,00-00-03-52-01,36,SWATANTRA PHARAMACY,SHOP,24 HOURS,MEDICAL SHOP,HEALTH,PRIVATE,"KAMBALACHERUVU, RAJAHMUNDRY.",,,0104000020E61000000100000001010000004FCDC451135D6141545DAB1EAC553D41
1331,00-00-03-29,32,SIDHVI STUDY CIRCLE,COACHING CENTRE,,STUDY CENTER,EDUCATION,PRIVATE,"OPP.RESERVE POLICE QUARTERS, JAMPETA, RAJAHMUNDRY.",9440155329,,0104000020E61000000100000001010000006B79B52D0D5D61414238D2D6D3523D41
1332,00-00-02-05,32,SRI DURGA DEVI ALAYAM,TEMPLE,,DURGA ALAYAM,RELIGIOUS,PRIVATE,"JAMPETA MARKET, RAJAHMUNDRY.",,,0104000020E61000000100000001010000003B372D66F35C61413F4E8CFD3D523D41
1333,00-00-03-16,33,BSNL BHAVAN,OFFICE,"CUSTOMER SERVICE, INTERNET CONNECTION, EXCHANGE",TELEGRAPH OFFICE,INFRASTRUCTURE,GOVERNMENT,"KANDAKAM LANE, FORT GATE, RAJAHMUNDRY.",,,0104000020E61000000100000001010000006021B83BAC5C61419452996D33523D41
1334,00-00-02-04,32,MOSQUE,MOSQUE,,MOSQUE,RELIGIOUS,PRIVATE,"AZAD CHOWK, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000C588559BF35C6141E1EB7A2B7B523D41
1335,00-00-03-55,49,M C R PUBLIC TOILETS,TOILETS & BATH ROOM,,PUBLIC TOILETS,FACILITY,GOVERNMENT,"SUBBARAONAGAR, BESIDE COMPOST, RAJAHMUNDRY.",,,0104000020E610000001000000010100000074D6CE63A15D6141E75F8289DC5D3D41
1336,00-00-03-53,49,YSR AND ABDKAR STATUES,STATUE,,STATUE,OTHER,PRIVATE,"SUBBARAO NAGAR, RAJAHMUNDRY.",,,0104000020E6100000010000000101000000A2D8D09EA05D61411B49F427DC5D3D41
